,age,Workclass,fnlwgt,Education,eduction_number,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Work hours per week,Native country,Salary,new column
6904,36, Private,143486, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K,41
6905,60, Private,160625, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K,65
6906,50, Private,140516, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,55
6907,48, Local-gov,85341, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K,53
6908,35, Private,108293, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,2205,40, United-States, <=50K,40
6909,40, Self-emp-not-inc,192507, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K,45
6910,30, Private,186932, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K,35
6911,65, Self-emp-not-inc,223580, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514,0,40, United-States, >50K,70
6912,31, Private,236861, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,36
6913,46, Local-gov,327886, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,51
6914,67, ?,407618, 9th,5, Divorced, ?, Not-in-family, White, Female,2050,0,40, United-States, <=50K,72
6915,62, Self-emp-inc,197060, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K,67
6916,38, Private,229180, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, <=50K,43
6917,24, Private,284317, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K,29
6918,24, Private,73514, Some-college,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K,29
6919,27, Private,47907, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K,32
6920,43, State-gov,134782, Assoc-acdm,12, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K,48
6921,48, Private,118831, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K,53
6922,41, Private,299505, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K,46
6923,30, Private,267161, Some-college,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,45, United-States, <=50K,35
6924,38, Private,119177, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,43
6925,45, Private,327886, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K,50
6926,45, Private,187730, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K,50
6927,55, Private,109015, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,60
6928,46, Self-emp-not-inc,110015, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, Greece, <=50K,51
6929,24, Private,104146, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,29
6930,31, Local-gov,50442, Some-college,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K,36
6931,35, Private,57640, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K,40
6932,37, Local-gov,333664, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,42
6933,29, Private,224858, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K,34
6934,56, Private,290641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,61
6935,60, ?,191118, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1848,40, United-States, >50K,65
6936,25, Private,34402, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1590,60, United-States, <=50K,30
6937,33, Private,245378, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,38
6938,44, Private,179136, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,49
6939,21, Private,116788, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,26
6940,21, Private,129699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,26
6941,46, Federal-gov,39606, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K,51
6942,44, Self-emp-inc,95150, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,49
6943,63, Private,102479, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,68
6944,44, Private,199191, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K,49
6945,31, Private,229636, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K,36
6946,26, Private,53833, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K,31
6947,37, Self-emp-inc,27997, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K,42
6948,60, ?,124487, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, >50K,65
6949,33, Private,111363, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,38
6950,38, Private,107630, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,43
6951,26, Private,134287, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K,31
6952,46, Self-emp-inc,283004, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,63, Thailand, <=50K,51
6953,24, Private,33616, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K,29
6954,47, Local-gov,121124, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K,52
6955,27, Private,188189, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K,32
6956,46, Private,106255, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,51
6957,47, Federal-gov,282830, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K,52
6958,47, Private,243904, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K,52
6959,69, Private,165017, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Male,2538,0,40, United-States, <=50K,74
6960,32, Private,131584, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K,37
6961,51, Private,427781, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K,56
6962,36, Private,334291, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,41
6963,50, Local-gov,173224, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K,55
6964,29, Private,87507, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K,34
6965,32, Private,187560, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908,0,40, United-States, <=50K,37
6966,27, Private,204497, 10th,6, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, United-States, <=50K,32
6967,60, Private,230545, 7th-8th,4, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Cuba, <=50K,65
6968,31, Private,118161, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,36
6969,46, Private,150499, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,51
6970,40, Local-gov,96554, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,45
6971,39, Private,288551, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,52, United-States, >50K,44
6972,69, Self-emp-not-inc,104003, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K,74
6973,54, Self-emp-inc,124963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,59
6974,56, Private,198388, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,61
6975,47, Federal-gov,126204, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,52
6976,25, Private,91709, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K,30
6977,34, Self-emp-not-inc,152109, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K,39
6978,24, Self-emp-not-inc,191954, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K,29
6979,63, Private,108097, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,45, United-States, <=50K,68
6980,29, Local-gov,289991, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,34
6981,64, Private,92115, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,69
6982,44, Private,320277, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,49
6983,26, Private,33610, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States, <=50K,31
6984,36, Private,168276, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,41
6985,55, State-gov,175127, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,38, United-States, >50K,60
6986,37, Private,254973, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, >50K,42
6987,37, Private,95336, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K,42
6988,63, Private,346975, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,36, United-States, >50K,68
6989,33, Private,227282, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K,38
6990,19, Private,138153, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K,24
6991,57, Local-gov,174132, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States, >50K,62
6992,31, Private,182237, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States, >50K,36
6993,20, ?,111252, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K,25
6994,58, Local-gov,217775, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K,63
6995,20, ?,168863, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K,25
6996,25, Private,394503, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,30
6997,40, Private,141657, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,45
6998,18, Private,125441, 11th,7, Never-married, Other-service, Own-child, White, Male,1055,0,20, United-States, <=50K,23
6999,26, Private,172230, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,31
7000,29, Private,282944, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K,34
7001,45, Local-gov,55377, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K,50
7002,35, State-gov,49352, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K,40
7003,32, Private,213887, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K,37
7004,61, Self-emp-not-inc,24046, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K,66
7005,26, State-gov,208122, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K,31
7006,56, Private,176118, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K,61
7007,22, Private,227994, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K,27
7008,49, Private,215389, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K,54
7009,40, Private,99434, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, United-States, <=50K,45
7010,37, Private,190964, HS-grad,9, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,42
7011,23, ?,113700, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,50, United-States, <=50K,28
7012,28, Private,259840, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K,33
7013,27, Private,168827, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,32
7014,34, Self-emp-inc,28984, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,39
7015,49, Private,182211, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K,54
7016,41, Private,82393, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,46
7017,28, Private,183639, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,21, United-States, <=50K,33
7018,38, Private,342448, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,43
7019,47, State-gov,469907, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1740,40, United-States, <=50K,52
7020,28, Local-gov,211920, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,33
7021,44, State-gov,33658, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K,49
7022,41, Federal-gov,34178, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,46
7023,50, Private,400630, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K,55
7024,73, Self-emp-not-inc,161251, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K,78
7025,21, Private,255685, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K,26
7026,38, Private,199256, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,43
7027,64, ?,143716, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States, <=50K,69
7028,47, Private,221666, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K,52
7029,52, Private,145409, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, Canada, >50K,57
7030,24, Private,39615, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K,29
7031,44, Private,104440, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,49
7032,27, Private,151382, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Male,0,974,40, United-States, <=50K,32
7033,61, Self-emp-not-inc,503675, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K,66
7034,58, Private,306233, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K,63
7035,51, Private,216475, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,1564,43, United-States, >50K,56
7036,49, Private,50748, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,55, England, <=50K,54
7037,23, Private,107190, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K,28
7038,19, Private,206874, Assoc-voc,11, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K,24
7039,21, Private,83141, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,53, United-States, <=50K,26
7040,56, Private,444089, 11th,7, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,61
7041,35, Private,141896, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,40
7042,37, Federal-gov,33487, Some-college,10, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K,42
7043,41, Private,65372, Doctorate,16, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K,46
7044,30, Private,341346, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,35
7045,35, Private,343403, Doctorate,16, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, ?, <=50K,40
7046,47, Private,287480, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,52
7047,59, Self-emp-inc,107287, 10th,6, Widowed, Exec-managerial, Unmarried, White, Female,0,2559,50, United-States, >50K,64
7048,55, Private,199067, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, United-States, <=50K,60
7049,22, ?,182771, Assoc-voc,11, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K,27
7050,31, Private,159737, 10th,6, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,36
7051,30, Private,110643, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386,0,40, United-States, >50K,35
7052,24, Private,117583, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K,29
7053,49, Self-emp-not-inc,43479, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,54
7054,23, Private,203003, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Germany, <=50K,28
7055,50, Private,133963, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K,55
7056,38, Private,227794, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K,43
7057,20, Self-emp-not-inc,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,20, South, <=50K,25
7058,49, Self-emp-not-inc,110457, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,54
7059,45, Private,281565, HS-grad,9, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,50, South, <=50K,50
7060,46, Federal-gov,297906, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,51
7061,19, Private,151506, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K,24
7062,31, Federal-gov,139455, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Cuba, <=50K,36
7063,38, Private,26987, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,43
7064,56, Self-emp-not-inc,233312, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,61
7065,24, Private,161092, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,29
7066,58, Local-gov,98361, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K,63
7067,28, Private,188928, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,33
7068,22, Private,164922, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,27
7069,46, Private,185673, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,51
7070,30, Private,193598, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K,35
7071,56, Private,274111, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K,61
7072,32, Private,245482, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K,37
7073,56, Private,160932, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, >50K,61
7074,50, Private,44368, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,55
7075,28, ?,291374, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,30, United-States, <=50K,33
7076,30, Private,280927, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,35
7077,24, Private,222993, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,29
7078,42, Federal-gov,25240, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,47
7079,31, Self-emp-not-inc,204052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,36
7080,18, Private,74054, 11th,7, Never-married, Sales, Own-child, Other, Female,0,0,20, ?, <=50K,23
7081,46, Private,169042, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Ecuador, <=50K,51
7082,31, Private,104509, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,65, United-States, >50K,36
7083,38, Local-gov,185394, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States, >50K,43
7084,44, Local-gov,254146, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,49
7085,55, Self-emp-inc,227856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States, >50K,60
7086,19, Private,183041, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,24
7087,45, Private,107682, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K,50
7088,50, Self-emp-inc,287598, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K,55
7089,53, Private,182186, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K,58
7090,41, Self-emp-inc,194636, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States, >50K,46
7091,45, Private,112305, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K,50
7092,21, Private,212661, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K,26
7093,37, Private,32709, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K,42
7094,42, Federal-gov,46366, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,47
7095,37, Self-emp-not-inc,24106, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K,42
7096,46, Private,170850, Bachelors,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1590,40, ?, <=50K,51
7097,45, Self-emp-not-inc,40666, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K,50
7098,32, Private,182975, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K,37
7099,30, Private,345122, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,35
7100,57, ?,208311, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,80, United-States, >50K,62
7101,37, Private,120045, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,56, United-States, <=50K,42
7102,18, ?,201299, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,23
7103,32, Private,152940, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,37
7104,43, Private,243580, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,48
7105,46, Private,182128, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,6497,0,50, United-States, <=50K,51
7106,36, ?,176458, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,28, United-States, <=50K,41
7107,33, Private,101562, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,38
7108,48, Private,108699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,53
7109,34, Private,175878, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K,39
7110,34, Local-gov,177675, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K,39
7111,33, Private,213887, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K,38
7112,36, Private,357619, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, Germany, <=50K,41
7113,23, Private,435835, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1669,55, United-States, <=50K,28
7114,39, Private,165799, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,44
7115,22, Private,71469, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K,27
7116,19, Private,229745, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K,24
7117,47, Private,284916, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, >50K,52
7118,46, Private,28419, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K,51
7119,47, Private,26950, Masters,14, Divorced, Sales, Not-in-family, White, Female,0,0,6, United-States, <=50K,52
7120,47, Self-emp-not-inc,107231, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K,52
7121,52, Local-gov,512103, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K,57
7122,38, Self-emp-not-inc,245090, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K,43
7123,58, Private,314153, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,63
7124,32, Private,243988, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K,37
7125,54, Self-emp-not-inc,82551, Assoc-voc,11, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,10, United-States, <=50K,59
7126,20, Private,42706, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K,25
